1	C
2	A
3	C
4	BC
5	B
6	CD
7	BCD
8	A
9	C
10	C
11	BC
12	B
13	ABD
14	B
15	AD
16	B
17	D
18	BD
19	A
20	D
21	B
22	C
23	D
24	C
25	AC
26	ABC
27	B
28	C
29	A
30	C
31	BC
32	B
33	C
34	A
35	BCD
36	AC
37	BD
38	BD
39	AC
40	A
41	D
42	A
43	D
44	AB
45	CD
46	AB
47	ABD
48	AC
49	BD
50	BC
51	A
52	AB
53	B
54	BC
55	D
56	B
57	AB
58	AD
59	CD
60	C
61	C
62	B
63	C
64	B
65	AB
66	AD
67	D
68	A
69	AD
70	CD
71	B
72	D
73	BC
74	AB
75	B
76	D
77	CD
78	ACD
79	AC
80	B
81	C
82	B
83	ABC
84	A
85	C
86	AB
87	A
88	B
89	D
90	A
91	AC
92	AB
93	A
94	BD
95	ABC
96	A
97	C
98	ABCD
99	C
100	B
101	AB
102	C
103	BD
104	ABD
105	A
106	D
107	D
108	A
109	AB
110	BC
111	A
112	D
113	A
114	D
115	B
116	AB
117	AD
118	C
119	D
120	C
121	ACD
122	B
123	C
124	B
125	AC
126	AC
127	ABC
128	AD
129	ABC
130	AC
131	AC
132	ACD
133	BC
134	D
135	AB
136	BC
137	CD
138	A
139	B
140	B
141	ACD
142	CD
143	B
144	AD
145	BD
146	C
147	B
148	AD
149	CD
150	BC
151	ACD
152	AB
153	C
154	A
155	ABC
156	ACD
157	B
158	C
159	C
160	C
161	AB
162	AD
163	AB
164	B
165	ABC
166	B
167	A
168	B
169	B
170	BCD
171	ABCD
172	ABD
173	CD
174	ABD
175	BC
176	D
177	ABC
178	AD
179	AB
180	ABC
181	BC
182	BD
183	BC
184	ACD
185	ABD
186	B
187	C
188	A
189	C
190	BC
191	ABC
192	BD
193	B
194	D
195	A
196	ABC
197	AC
198	D
199	A
200	AB
201	ABD
202	ACD
203	AB
204	B
205	AD
206	AC
207	A
208	CD
209	ABCD
210	B
211	A
212	A
213	B
214	B
215	C
216	ABCD
217	BD
218	AC
219	C
220	B
221	B
222	A
223	AC
224	A
225	ABC
226	B
227	D
228	AB
229	ABC
230	AB
231	B
232	C
233	B
234	AD
235	AB
236	C
237	A
238	ABD
239	A
240	D
241	A
242	A
243	A
244	AC
245	ABD
246	AC
247	BC
248	ACD
249	A
250	A
251	BC
252	C
253	AC
254	C
255	B
256	BD
257	A
258	A
259	B
260	ACD
261	A
262	ABD
263	C
264	D
265	B
266	A
267	ACD
268	ABD
269	C
270	C
271	A
272	BD
273	ABD
274	CD
275	ABC
276	AB
277	AD
278	AC
279	B
280	AD
281	B
282	A
283	BD
284	A
285	BCD
286	BCD
287	ABC
288	ABD
289	AD
290	B
291	C
292	D
293	ABCD
294	A
295	BC
296	B
297	C
298	D
299	B
300	D
301	C
302	
303	BD
304	A
305	A
306	ABD
307	AD
308	B
309	D
310	D
311	A
312	A
313	AC
314	AC
315	B
316	ABC
317	C
318	AC
319	AC
320	BC
321	AB
322	BC
323	A
324	C
325	B
326	D
327	C
328	C
329	C
330	B
331	C
332	A
333	A
334	AC
335	AD
336	D
337	BC
338	AC
339	B
340	A
341	AC
342	B
343	BCD
344	AB
345	AB
346	AC
347	ABC
348	ABD
349	A
350	B
351	B
352	D
353	C
354	A
355	B
356	C
357	D
358	BC
359	ABC
360	A
361	ABD
362	B
363	D
364	AC
365	BC
366	C
367	D
368	B
369	A
370	BC
371	AC
372	B
373	A
374	B
375	C
376	ABC
377	ACD
378	AC
379	B
380	C
381	D
382	A
383	B
384	A
385	C
386	AB
387	AD
388	B
389	ACD
390	BD
391	BC
392	BC
393	AD
394	CD
395	BD
396	A
397	A
398	A
399	A
400	ACD
401	ABC
402	ABC
403	AC
404	ABD
405	B
406	C
407	D
408	A
409	C
410	D
411	A
412	B
413	B
414	B
415	A
416	A
417	D
418	C
419	D
420	A
421	B
422	C
423	ACD
424	AB
425	A
426	C
427	D
428	BCD
429	B
430	C
431	D
432	C
433	D
434	D
435	C
436	BD
437	C
438	A
439	ACD
440	AD
441	A
442	ABC
443	AD
444	ACD
445	A
446	AB
447	B
448	A
449	C
450	A
451	ABCD
452	AD
453	B
454	C
455	A
456	AD
457	A
458	ABD
459	A
460	B
461	BC
462	BCD
463	BC
464	AB
465	ABD
466	B
467	AC
468	AD
469	AB
470	C
471	D
472	C
473	C
474	AC
475	C
476	C
477	C
478	C
479	B
480	B
481	C
482	A
483	A
484	B
485	C
486	B
487	BC
488	AC
489	B
490	D
491	B
492	A
493	B
494	C
495	C
496	A
497	B
498	B
499	A
500	C
501	D
502	A
503	B
504	ABC
505	A
506	B
507	D
508	B
509	BC
510	AC
511	AB
512	BCD
513	A
514	D
515	D
516	A
517	ABCD
518	B
519	ABC
520	B
521	B
522	B
523	CD
524	CD
525	C
526	B
527	AD
528	CD
529	BD
530	AB
531	A
532	B
533	A
534	B
535	A
536	A
537	B
538	C
539	ABC
540	A
541	B
542	D
543	D
544	A
545	A
546	D
547	C
548	C
549	C
550	D
551	B
552	B
553	ABD
554	AC
555	AC
556	A
557	A
558	A
559	B
560	A
561	BC
562	A
563	D
564	A
565	A
566	CD
567	A
568	A
569	B
570	B
571	AB
572	B
573	A
574	CD
575
576
577
578
579	B
580	AC
581	BCD
582	AB
583	ACD
584	AB
585	ABD
586	B
587	C
588	A
589	B
590	D
591	AD
592	BC
593
594	B
595	C
596	A
597	B
598	A
599	C
600	A
601	AC
602	C
603	C
604	AB
605	B
606	D
607	A
608	ABD
609	AB
610	C
611	AB
612	AB
613	CD
614	ACD
615	BCD
616	AC
617	AD
618	AB
619	AB
620	D
621	CD
622	A
623	B
624	ABD
625	AD
626	AB
627	CD
628	AC
629	AC
630	AB
631	AB
632	AC
633	AC
634	AB
635	C
636	AC
637	AD
638	AD
639	A
640	ACD
641	ACD
642	AC
643	D
644	BCD
645	C
646	AB
647	ABD
648	BC
649	AB
650	A
651	ACD
652	AD
653	BC
654	A
655	B
656	ABD
657	B
658	D
659	C
660	A
661	C
662	ABC
663	AB
664	C
665	B
666	B
667	A
668	C
669	AB
670	AC
671	B
672	C
673	ABC
674	D
675	C
676	C
677	ACD
678	AB
679	ABD
680	B
681	B
682	A
683	AC
684	D
685	AC
686	BD
687	C
688	A
689	D
690	B
691	AC
692	B
693	C
694	A
695	B
696	C
697	B
698	ABD
699	A
700	A
701	AB
702	CD
703	AC
704	B
705	AC
706	C
707	ACD
708	CD
709	B
710	ABC
711	BD
712	C
713	ABD
714	ACD
715	A
716	B
717	A
718	C
719	B
720	AD
721	C
722	BC
723	A
724	AC
725	B
726	ABCD
727	A
728	C
729	B
730	A
731	ABD
732	AB
733	BC
734	AD
735	AC
736	C
737	BC
738	C
739	B
740	D
741	C
742	A
743	C
744	BD
745	B
746	ABD
747	A
748	AC
749	AB
750	D
751	AD
752	C
753	A
754	AB
755	A
756	B
757	C
758	B
759	ABC
760	D
761	C
762	D
763	AC
764	A
765	C
766	A
767	B
768	CD
769	B
770	C
771	ABC
772	ABD
773	B
774	AD
775	D
776	AB
777	B
778	ABD
779	C
780	D
781	D
782	D
783	C
784	A
785	ABCD
786	ABD
787	AD
788	B
789	B
790	B
791	A
792	AB
793	BC
794	ABC
795	B
796	AD
797	B
798	A
799	BD
800	A
801	C
802	B
803	AC
804	ABD
805	AC
806	AC
807	B
808	D
809	BCD
810	AB
811	B
812	B
813	ABD
814	C
815	A
816	B
817	A
818	A
819	B
820	C
821	B
822	A
823	A
824	ACD
825	BC
826	D
827	B
828	AB
829	AC
830	ABD
831	
832	BC
833	C
834	AB
835	AB
836	AD
837	C
838	AB
839	C
840	B
841	A
842	AC
843	A
844	AB
845	
846	CD
847	AD
848	
849	CD
850	AC
851	A
852	BC
853	A
854	D
855	AB
856	D
857	ABD
858	B
859	B
860	C
861	AD
862	B
863	ACD
864	D
865	A
866	B
867	C
868	BC
869	ABCD
870	A
871	AB
872	D
873	B
874	BD
875	AC
876	C
877	D
878	AD
879	A
880	AC
881	AB
882	BD
883	ABD
884	B
885	C
886	A
887	D
888	ABD
889	BC
890	A
891	B
892	D
893	A
894	D
895	C
896	A
897	BD
898	D
899	A
900	AB
901	ABC
902	AC
903	B
904	ACD
905	B
906	D
907	AB
908	D
909	B
910	C
911	C
912	AB
913	A
914	BC
915	CD
916	D
917	BC
918	BC
919	B
920	BD
921	CD
922	AB
923	BD
924	AC
925	D
926	A
927	A
928	AC
929	AD
930	A
931	BCD
932	B
933	A
934	B
935	D
936	B
937	D
938	ABD
939	A
940	C
941	ABCD
942	AD
943	ABC
944	AC
945	D
946	B
947	BC
948	B
949	BD
950	D
951	ABC
952	C
953	C
954	AC
955	AB
956	D
957	C
958	B
959	A
960	A
961	D
962	C
963	ABCD
964	C
965	C
966	B
967	D
968	B
969	D
970	C
971	ABD
972	A
973	BC
974	AD
975	CD
976	BC
977	B
978	B
979	AC
980	BD
981	B
982	B
983	B
984	C
985	B
986	ABC
987	C
988	B
989	ABC
990	AD
991	C
992	ACD
993	D
994	ACD
995	AC
996	AC
997	A
998	C
999	B
1000	C
1001	AB
1002	B
1003	AD
1004	A
1005	C
1006	C
1007	A
1008	B
1009	A
1010	B
1011	BC
1012	ABCD
1013	B
1014	A
1015	D
1016	D
1017	C
1018	C
1019	B
1020	D
1021	A
1022	C
1023	AC
1024	B
1025	D
1026	AB
1027	BCD
1028	C
1029	ABD
1030	B
1031	ABC
1032	C
1033	CD
1034	ABCD
1035	B
1036	D
1037	C
1038	B
1039	ABC
1040	D
1041	A
1042	B
1043	D
1044	B
1045	AB
1046	ABC
1047	CD
1048	CD
1049	AC
1050	B
1051	ACD
1052	AB
1053	D
1054	BC
1055	B
1056	ABC
1057	BD
1058	B
1059	A
1060	B
1061	D
1062	B
1063	B
1064	C
1065	B
1066	A
1067	ABC
1068	C
1069	A
1070	C
1071	B
1072	D
1073	AB
1074	B
1075	A
1076	C
1077	A
1078	C
1079	C
1080	C
1081	C
1082	D
1083	B
1084	C
1085	A
1086	D
1087	A
1088	B
1090	B
1091	C
1092	A
1093	B
1094	B
1095	A
1096	C
1097	B
1098	A
1099	C
1100	C
